bucket,category,name,id,price,confidence,specific,needs_supplier_confirmation,assigned,image,filename,source,source_page,source_asset,label,basis,original_url
"nessuna_foto_specifica","panini-veg","Ortolino","panini-veg-ortolino-3","7","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-veg","Spaccanapoli","panini-veg-spaccanapoli-4","8","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-veg","Tricolore","panini-veg-tricolore-5","7","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-veg","VEG","panini-veg-veg-6","8","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"foto_specifica_fornitore","speciali","Apollo","speciali-apollo-0","12","alta","true","false","true","../assets/pagnottella/images/products/speciali_apollo__apollo.jpg","speciali_apollo__apollo.jpg","fornitore-email-2026-07-24","Email La Pagnottella Gourmet del 24/07/2026","","Foto prodotto fornita dal fornitore","filename fornito dal ristoratore + contenuto coerente con il prodotto",""
"nessuna_foto_specifica","succhi-freschi","Succo fresco #1","succo-0","5","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Il catalogo pubblico non espone una fotografia univoca per questo prodotto.",""
"nessuna_foto_specifica","succhi-freschi","Succo fresco #2","succo-1","5","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Il catalogo pubblico non espone una fotografia univoca per questo prodotto.",""
"nessuna_foto_specifica","succhi-freschi","Succo fresco #3","succo-2","5","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Il catalogo pubblico non espone una fotografia univoca per questo prodotto.",""
"nessuna_foto_specifica","succhi-freschi","Succo fresco #4","succo-3","5","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Il catalogo pubblico non espone una fotografia univoca per questo prodotto.",""
"nessuna_foto_specifica","succhi-freschi","Succo fresco #5","succo-4","5","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Il catalogo pubblico non espone una fotografia univoca per questo prodotto.",""
"nessuna_foto_specifica","succhi-freschi","Succo fresco #6","succo-5","5","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Il catalogo pubblico non espone una fotografia univoca per questo prodotto.",""
"nessuna_foto_specifica","succhi-freschi","Succo fresco #7","succo-6","5","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Il catalogo pubblico non espone una fotografia univoca per questo prodotto.",""
"nessuna_foto_specifica","succhi-freschi","Succo fresco #8","succo-7","5","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Il catalogo pubblico non espone una fotografia univoca per questo prodotto.",""
